Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [�m/m]	A2 [�m/m]	A3 [�m/m]	A4 [�m/m]	A5 [�m/m]	A6 [�m/m]	A7 [�m/m]	AT [�C]	B1 [�m/m]	B2 [�m/m]	B3 [�m/m]	B4 [�m/m]	B5 [�m/m]	B6 [�m/m]	B7 [�m/m]	B8 [�m/m]	B9 [�m/m]	B10 [�m/m]	B11 [�m/m]	B12 [�m/m]	B13 [�m/m]	B14 [�m/m]	B15 [�m/m]	BT [�C]	D1 [�m/m]	D2 [�m/m]	D3 [�m/m]	D4 [�m/m]	D5 [�m/m]	D6 [�m/m]	D7 [�m/m]	DT [�C]	E1 [�m/m]	E2 [�m/m]	E3 [�m/m]	E4 [�m/m]	E5 [�m/m]	E6 [�m/m]	E7 [�m/m]	E8 [�m/m]	E9 [�m/m]	E10 [�m/m]	E11 [�m/m]	E12 [�m/m]	E13 [�m/m]	E14 [�m/m]	E15 [�m/m]	ET [�C]
0,1240	1683226672	110,00	136,96	174,56	140,17	159,68	113,35	140,16	105,60	28,01	127,12	148,90	78,33	165,41	165,86	163,29	99,75	162,83	44,86	89,61	125,60	112,20	174,73	96,82	110,66	27,75	78,99	142,65	144,51	60,29	102,30	3,269	305,88	27,14	103,90	100,52	58,78	144,07	143,92	91,19	121,14	113,59	52,03	11,30	43,64	107,73	109,99	150,27	336,40	26,97	
0,1260	1683226672	110,00	136,96	173,95	140,48	160,48	113,45	139,17	105,40	27,85	127,12	148,09	79,14	165,51	164,95	163,08	100,15	162,13	45,16	88,71	124,91	114,37	174,14	95,06	109,88	27,71	80,32	143,26	143,91	59,29	101,30	1,684	306,17	26,97	103,90	101,03	58,27	143,97	144,42	90,49	122,04	113,89	51,04	10,61	43,64	106,95	109,69	149,88	337,09	27,00	
0,1280	1683226672	110,00	137,57	174,67	139,57	160,89	113,15	139,17	106,59	27,80	126,61	147,57	78,74	164,90	165,36	163,08	100,15	161,83	45,26	90,00	124,91	113,78	174,53	96,52	110,07	27,89	79,61	143,36	144,01	59,49	102,10	2,080	305,68	27,01	104,41	99,70	57,86	143,87	143,82	91,09	122,34	113,99	53,23	10,51	43,34	106,65	110,18	149,69	337,57	27,07	
0,1300	1683226672	110,00	137,16	173,75	140,48	161,29	112,36	140,16	105,80	27,85	127,12	147,88	78,84	165,41	166,37	164,29	100,15	163,03	44,66	89,61	124,31	113,09	173,94	97,21	110,95	27,76	79,71	142,85	144,31	60,29	101,90	2,575	306,57	26,97	104,51	100,52	59,90	144,68	143,72	92,00	121,14	113,99	51,04	10,80	42,65	107,44	110,48	149,30	337,67	26,92	
0,1320	1683226672	110,00	137,37	173,34	139,57	160,68	112,16	139,76	105,90	27,87	127,63	147,88	78,74	164,09	165,66	163,69	100,75	162,83	46,06	89,41	124,51	112,99	174,04	94,57	110,36	27,77	80,32	144,48	144,11	59,69	102,50	2,674	306,76	27,06	104,00	100,52	58,48	143,87	143,92	90,99	120,74	115,19	52,43	11,10	42,65	107,14	109,60	150,08	337,47	27,07	
0,1340	1683226672	110,00	137,57	174,46	139,37	161,09	113,75	139,67	105,90	27,92	127,43	148,09	79,14	165,41	164,85	164,09	99,35	162,43	46,26	90,20	124,71	113,78	175,61	95,84	111,24	27,67	79,61	141,73	144,71	59,49	102,30	3,071	306,17	27,02	104,92	101,03	59,60	143,57	143,21	91,30	120,74	113,99	52,63	10,80	42,45	106,95	111,07	149,30	337,18	26,97	
0,1360	1683226672	110,00	137,98	173,95	139,37	159,78	113,15	141,25	106,19	27,85	126,92	147,78	77,92	166,02	166,57	163,69	100,75	161,63	45,66	89,21	124,91	114,17	174,04	95,35	110,95	27,82	79,61	142,44	144,01	59,89	101,90	1,981	307,55	26,97	104,82	100,72	59,70	144,68	144,63	90,79	120,23	113,49	52,43	10,51	42,45	106,95	110,38	150,27	336,21	26,97	
0,1380	1683226672	110,00	137,16	173,14	139,97	160,89	112,85	139,67	106,78	27,85	125,99	148,49	78,84	166,12	164,45	162,38	100,75	161,93	45,96	89,80	124,71	113,78	174,14	94,47	111,43	27,87	80,32	141,73	144,51	60,09	102,50	2,278	306,47	27,02	103,69	100,93	58,27	144,68	143,21	90,89	121,14	112,99	52,23	11,00	43,54	106,55	109,69	149,88	337,86	27,09	
0,1400	1683226672	110,00	136,96	174,56	140,38	160,08	112,75	140,26	105,40	27,96	127,22	148,19	78,94	164,70	165,56	163,39	99,75	162,83	44,56	90,10	125,30	112,99	174,43	96,82	109,68	27,67	80,32	142,44	144,51	59,49	101,90	2,278	306,47	27,04	105,03	101,85	59,29	142,96	144,42	90,29	121,54	113,39	51,83	10,61	42,45	106,55	110,58	149,69	337,28	26,97	
0,1420	1683226672	110,00	136,76	175,07	139,77	159,88	111,86	139,27	106,29	27,85	127,33	148,09	79,35	165,41	165,26	163,29	100,75	162,53	45,16	90,30	125,30	114,37	173,94	95,84	109,39	27,76	80,32	143,56	144,11	59,29	103,30	3,269	306,96	27,02	103,69	100,42	58,88	144,18	143,31	91,19	120,74	113,59	52,43	11,70	43,54	106,75	109,99	149,30	337,47	26,92	
0,1440	1683226672	110,00	137,98	175,38	139,37	160,18	113,15	140,26	106,19	27,92	127,53	146,86	79,14	165,41	165,36	162,98	100,75	162,83	45,96	89,61	124,12	113,38	174,04	96,03	110,27	27,67	79,61	143,66	143,50	59,69	101,90	3,071	305,98	27,04	104,10	100,11	60,31	144,68	143,41	91,60	121,74	112,99	52,43	10,90	42,25	107,14	109,99	149,30	336,40	26,97	
0,1460	1683226672	110,00	137,57	173,65	139,97	159,48	112,75	140,16	105,01	27,81	125,89	147,68	78,94	166,02	165,56	163,69	101,56	162,23	45,06	89,71	125,99	113,38	174,82	96,82	110,27	27,70	79,71	143,26	144,01	60,49	102,50	2,476	306,17	26,99	103,90	100,11	59,70	143,67	144,02	91,19	121,54	113,59	52,43	11,70	42,94	107,44	110,48	149,30	337,67	27,00	
0,1480	1683226672	110,00	137,57	175,07	139,77	159,88	114,35	140,26	106,49	27,75	125,99	148,70	78,33	165,41	165,96	163,69	99,75	162,73	46,45	89,21	124,31	113,48	174,43	96,23	110,66	27,87	78,99	142,34	144,31	60,09	101,10	2,873	306,37	26,92	104,41	101,44	58,48	144,28	144,42	90,99	121,84	114,39	51,63	11,10	43,04	106,16	110,18	148,81	336,89	27,03	
0,1500	1683226672	110,00	137,37	174,56	140,58	159,78	110,86	139,76	105,01	27,77	127,22	148,49	78,33	164,19	165,76	162,98	100,55	162,53	45,06	89,80	124,12	113,19	174,43	96,82	109,49	27,71	80,22	143,87	145,12	60,09	102,10	2,377	306,37	26,97	105,03	100,52	59,90	143,16	143,82	89,79	120,94	112,99	51,63	10,71	42,45	107,05	109,11	150,27	338,55	26,95	
0,1520	1683226672	110,00	138,19	174,67	140,07	160,89	112,36	139,76	106,59	27,88	128,97	147,98	78,53	165,31	164,65	162,48	100,25	163,43	46,26	90,30	124,51	114,56	174,92	97,21	110,07	27,77	80,32	142,65	144,51	59,89	102,40	2,278	306,17	27,09	105,23	100,62	59,09	143,67	143,21	90,59	121,14	114,19	52,03	11,70	42,65	106,55	111,56	150,27	337,67	27,00	
0,1540	1683226672	110,00	137,78	174,36	140,58	161,49	112,85	139,86	105,99	27,90	126,50	146,96	79,45	166,02	165,86	163,89	99,75	162,23	44,76	89,41	125,79	113,97	174,43	96,23	110,27	27,76	80,32	142,65	144,71	59,69	101,40	2,674	306,37	27,02	104,51	101,24	59,19	144,89	143,92	90,79	121,34	112,99	52,43	11,30	43,83	108,13	110,97	150,47	337,77	27,00	
0,1560	1683226672	110,00	137,57	173,75	140,07	160,89	112,95	139,17	105,01	27,98	127,22	148,90	78,43	166,12	165,06	162,68	100,25	161,93	45,26	89,61	124,91	113,48	174,04	95,84	110,95	27,73	79,71	142,85	143,40	59,49	101,90	2,476	307,06	27,11	104,41	101,03	58,88	144,28	143,21	91,40	120,74	113,59	52,23	11,10	43,34	106,36	109,40	149,49	336,21	26,90	
0,1580	1683226672	110,00	138,39	173,55	139,37	160,38	113,15	140,16	105,99	27,88	127,22	148,29	79,04	166,73	165,96	163,89	100,85	162,83	45,86	89,71	125,79	113,88	174,24	95,55	110,75	27,68	79,71	141,83	143,50	60,09	101,00	2,674	306,17	27,11	104,41	100,52	60,11	144,68	144,02	91,40	121,14	113,99	52,43	10,11	43,83	107,34	110,09	150,27	336,40	26,97	
0,1600	1683226672	110,00	137,37	174,56	140,07	159,78	112,16	139,76	105,99	27,96	127,02	148,80	79,96	164,80	165,66	163,39	101,05	161,83	46,26	89,21	125,50	114,56	173,45	95,25	110,27	27,76	80,32	142,44	143,91	60,09	101,60	1,486	305,68	27,07	104,00	100,62	58,88	143,57	144,52	90,29	120,13	113,39	52,83	11,70	43,64	106,85	110,18	149,98	336,99	27,00	
0,1620	1683226672	110,00	138,39	174,46	140,78	160,08	112,75	139,67	106,68	27,82	126,92	147,88	78,43	166,12	165,86	162,98	100,55	163,03	45,96	89,41	125,40	114,56	173,45	96,62	110,75	27,82	80,32	143,05	144,51	59,89	102,30	1,882	307,16	27,02	103,49	99,80	59,09	145,29	143,92	90,99	120,33	113,99	52,23	11,00	44,03	107,34	110,18	149,49	338,16	26,97	
0,1640	1683226672	110,00	137,98	174,16	140,58	159,88	112,75	140,16	105,60	27,85	126,40	149,11	79,35	165,41	165,36	163,59	100,75	164,22	45,26	88,71	125,60	113,58	173,45	96,23	109,29	27,79	79,71	142,24	144,71	60,89	101,60	1,684	306,76	27,02	104,72	101,54	59,70	144,99	143,41	90,99	120,53	115,19	52,23	10,41	43,04	107,54	110,09	148,81	338,16	26,96	
0,1660	1683226672	110,00	137,98	175,07	139,87	160,48	112,36	140,75	106,19	27,85	128,66	148,49	78,74	164,90	165,86	162,48	99,95	162,13	46,65	89,80	125,10	114,47	173,94	96,43	111,92	27,77	79,61	142,95	144,51	59,49	102,50	3,665	306,47	26,97	104,20	99,80	58,98	143,97	143,92	90,99	121,14	113,99	53,03	10,90	43,64	106,95	109,11	149,49	337,18	27,02	
0,1680	1683226672	110,00	136,76	174,97	139,37	160,08	113,15	140,16	105,31	27,85	126,50	148,29	79,04	164,30	165,56	163,69	100,35	161,83	44,86	88,71	124,51	113,78	173,65	95,55	109,49	27,76	79,71	142,85	143,91	59,49	101,90	1,882	305,98	26,97	104,51	100,52	58,48	144,89	144,63	91,60	120,74	113,39	52,63	11,10	42,35	106,36	110,18	148,90	337,47	27,00	
0,1700	1683226672	110,00	137,98	173,45	139,37	160,28	113,75	139,17	105,80	27,85	126,71	148,60	79,14	166,12	164,65	163,08	101,76	163,03	46,65	89,21	125,10	113,78	174,04	96,62	110,07	27,82	78,99	143,46	144,51	60,29	101,30	1,882	307,16	27,04	103,59	100,42	60,11	143,67	144,42	90,79	119,73	113,99	52,23	11,10	44,03	107,05	109,60	149,10	337,77	27,05	
0,1720	1683226672	110,00	137,98	173,75	139,97	160,68	114,15	139,17	105,40	27,95	127,02	148,29	79,35	165,41	165,36	163,59	99,95	161,23	45,06	89,01	125,30	113,58	173,65	96,82	110,46	27,60	78,38	142,95	144,31	59,69	101,60	1,585	306,37	27,14	104,72	100,72	58,48	142,76	143,82	90,99	122,54	113,39	51,44	10,61	43,04	107,34	110,48	149,30	337,57	26,91	
0,1740	1683226672	110,00	137,16	173,65	139,77	160,48	113,45	140,26	106,68	27,79	127,02	148,39	79,24	166,02	165,56	163,89	100,75	162,43	46,65	89,80	125,20	114,56	174,43	96,23	110,27	27,82	79,71	143,26	143,91	60,89	102,30	2,080	306,76	26,97	104,00	100,93	58,68	146,21	143,41	91,09	121,24	114,39	52,63	11,10	44,33	106,36	109,60	149,20	337,28	27,05	
0,1760	1683226672	110,00	138,19	174,77	140,27	160,48	113,35	139,67	105,90	27,80	127,22	148,09	79,14	165,41	165,66	163,29	99,75	162,23	44,76	89,80	125,50	113,78	173,65	96,23	109,10	27,65	79,71	142,85	144,51	60,49	102,90	2,278	306,37	26,98	104,41	100,83	59,29	143,67	143,21	91,40	120,94	112,89	51,63	11,00	43,73	106,95	110,58	149,30	337,77	26,87	
0,1780	1683226672	110,00	136,96	174,56	139,97	160,58	112,95	140,26	106,98	27,85	125,89	149,31	79,96	164,90	165,56	162,98	101,15	161,23	46,26	88,81	124,91	113,78	174,82	94,57	110,66	27,79	80,32	143,16	143,91	60,29	100,51	1,783	307,26	27,04	104,51	101,03	59,29	144,78	143,21	90,99	120,94	112,39	52,23	11,00	43,64	107,24	110,09	148,61	337,09	27,02	
0,1800	1683226672	110,00	137,98	174,56	140,07	160,68	112,16	139,76	106,29	27,92	127,53	148,49	79,65	165,41	165,36	163,29	100,75	161,83	45,66	90,20	125,50	113,38	173,26	96,62	110,07	27,62	79,71	143,16	144,11	59,89	101,40	2,873	306,76	27,04	104,10	101,75	58,17	145,49	143,41	90,79	121,54	112,79	52,23	10,90	43,24	107,34	109,30	149,69	335,53	26,92	
0,1820	1683226672	110,00	137,78	173,95	139,97	160,89	112,95	139,67	105,90	27,95	127,12	148,70	79,55	164,30	165,36	162,98	101,15	161,83	46,26	88,52	124,71	114,07	172,96	95,84	109,68	27,79	80,32	143,77	144,01	59,29	102,50	2,476	306,96	26,98	104,51	101,44	59,70	143,57	142,71	90,99	121,54	113,39	52,43	10,80	43,64	106,95	109,99	149,10	337,86	27,02	
0,1840	1683226672	110,00	137,37	174,67	140,58	161,09	113,25	139,76	106,29	27,87	127,63	147,47	78,94	165,41	165,16	162,38	99,65	163,33	45,36	89,61	125,30	113,38	174,82	96,23	111,04	27,79	80,32	143,36	145,12	59,49	101,50	2,873	306,57	27,01	104,00	100,42	59,70	143,47	144,42	90,39	121,54	113,89	51,63	10,71	43,54	106,95	109,99	150,27	336,99	27,02	
0,1860	1683226672	110,00	137,37	172,84	140,17	160,48	113,15	140,75	105,40	27,95	126,09	148,39	78,33	165,51	166,17	163,89	101,35	161,03	46,65	89,61	125,99	114,47	174,04	96,43	109,29	27,86	80,32	142,85	144,71	60,49	100,71	2,080	305,98	27,14	104,31	100,72	59,90	144,28	144,63	92,00	121,54	113,49	52,23	11,40	43,34	106,95	110,87	149,69	338,16	27,09	
0,1880	1683226672	110,00	137,98	173,95	140,58	160,89	113,35	139,67	105,90	27,82	127,02	148,90	78,33	165,41	164,65	163,59	99,15	161,93	46,26	89,71	125,30	112,60	174,43	96,23	110,56	27,79	79,71	143,26	144,01	58,89	102,50	1,981	305,78	26,94	104,00	100,52	59,39	143,87	143,21	92,20	120,74	112,99	52,03	10,41	43,93	105,87	109,40	149,30	337,38	26,97	
0,1900	1683226672	110,00	137,37	174,46	140,17	160,58	113,05	139,17	105,80	27,92	127,22	148,70	79,14	164,09	166,07	164,69	100,85	162,13	45,66	89,21	124,31	113,58	174,04	95,64	110,75	27,79	79,71	144,27	144,11	58,89	101,40	2,080	306,37	27,04	105,03	101,24	59,90	143,26	143,41	91,60	122,04	113,39	52,63	11,89	43,34	107,14	111,16	149,10	337,67	26,95	
0,1920	1683226672	110,00	137,16	173,75	140,17	160,48	112,36	139,17	106,39	27,90	126,71	148,70	79,14	165,41	165,96	163,69	100,15	161,93	45,66	90,60	124,91	112,70	172,57	97,89	110,95	27,75	78,99	142,95	144,51	59,49	102,80	1,783	306,17	27,07	103,69	100,83	58,78	143,16	144,63	91,60	121,14	113,59	52,43	10,71	44,33	106,36	109,20	150,27	336,60	27,05	
0,1940	1683226672	110,00	136,76	174,97	140,58	160,68	112,16	139,17	105,60	27,95	126,92	148,49	78,84	164,09	165,26	164,09	100,55	163,43	44,66	89,01	123,92	114,37	174,43	96,03	110,27	27,82	80,94	143,46	143,91	60,09	102,10	2,873	306,76	27,01	104,82	101,13	58,68	144,58	143,31	91,40	121,14	113,49	52,53	10,51	42,35	107,54	109,30	149,59	337,18	27,06	
0,1960	1683226672	110,00	138,60	172,73	139,47	161,09	113,75	139,67	106,78	27,82	126,30	148,09	78,33	165,31	165,36	163,29	99,55	162,83	45,86	89,71	124,41	113,78	174,43	94,86	110,27	27,82	80,32	142,65	143,50	59,49	102,70	2,873	306,76	26,96	103,49	99,60	59,70	143,67	144,02	91,80	120,94	113,79	52,03	11,00	42,85	106,36	110,18	148,90	337,77	26,97	
0,1980	1683226672	110,00	137,16	174,36	140,17	159,78	112,16	139,17	106,49	27,92	127,94	148,39	80,16	164,09	165,56	163,08	100,75	163,43	45,66	90,30	125,30	113,29	174,63	95,25	109,29	27,73	78,99	142,85	144,11	59,49	101,00	2,575	306,76	27,07	105,03	101,34	59,60	143,47	142,81	91,09	120,33	113,99	52,63	11,10	43,54	106,75	109,60	149,49	337,96	26,82	
0,2000	1683226672	110,00	137,98	174,16	140,17	159,88	112,55	138,58	106,59	27,87	126,09	148,29	79,04	166,12	164,95	162,98	101,25	161,33	45,86	89,80	125,50	113,58	173,65	96,03	111,04	27,79	80,94	142,44	144,51	59,89	101,90	2,476	305,58	27,01	103,59	100,52	59,29	144,28	144,63	91,60	121,14	112,49	52,53	11,30	43,04	107,14	109,99	149,88	335,82	27,02	
0,2020	1683226672	110,00	137,98	174,97	140,17	160,48	112,75	140,06	105,31	27,85	127,02	147,68	78,53	165,51	166,57	163,29	101,25	164,03	46,65	89,41	124,51	114,37	173,65	95,35	111,04	27,77	80,32	143,87	144,51	60,69	100,71	1,486	306,37	26,97	104,72	100,72	58,98	144,28	144,42	91,09	121,54	114,59	52,43	11,40	42,85	106,36	110,97	149,88	337,09	26,95	
0,2040	1683226672	110,00	137,16	175,28	139,97	161,09	112,36	139,57	106,59	27,96	126,50	148,70	78,74	164,90	164,75	163,49	100,25	162,53	45,26	90,00	124,51	113,97	173,65	97,01	111,63	27,79	79,71	142,65	144,51	59,69	102,10	2,575	306,57	27,14	104,51	100,83	59,60	143,97	143,41	91,19	121,94	112,99	51,04	10,71	44,03	106,36	110,18	149,59	337,38	27,09	
0,2060	1683226672	110,00	136,96	174,56	139,77	161,09	112,95	140,85	105,99	27,95	126,92	148,09	78,84	165,41	165,26	163,29	100,15	162,43	45,46	89,71	125,20	113,58	174,73	94,47	110,75	27,71	79,71	143,16	144,01	59,49	102,50	2,873	306,37	27,07	104,10	101,03	60,11	144,68	143,31	91,40	120,74	113,39	52,23	11,50	43,83	106,65	109,99	149,69	337,09	26,95	
0,2080	1683226672	110,00	137,37	174,46	139,87	160,68	112,75	138,97	106,49	27,87	126,61	148,19	78,33	164,90	165,06	162,68	101,05	163,43	46,45	90,20	125,70	112,99	173,45	96,72	110,95	27,86	79,71	143,05	143,50	59,29	101,90	2,575	305,68	27,01	105,03	101,03	58,68	144,38	142,60	90,79	121,54	114,09	52,63	10,90	43,44	107,34	109,60	149,69	336,21	27,02	
0,2100	1683226672	110,00	137,37	174,16	139,97	160,08	112,75	139,76	106,19	27,85	126,30	147,17	78,43	165,92	165,56	164,49	100,35	164,22	45,26	89,61	125,70	114,17	174,04	95,84	110,66	27,83	80,32	143,66	144,11	60,69	102,50	1,585	306,17	27,02	104,00	99,60	60,11	144,58	144,42	91,40	120,94	114,39	52,23	10,21	43,24	106,55	110,38	150,08	336,79	27,00	
0,2120	1683226672	160,00	137,57	174,56	140,58	160,18	113,65	139,57	106,19	27,82	126,30	148,09	77,82	165,41	164,75	164,29	100,15	161,03	45,96	89,01	124,12	113,58	174,63	95,25	111,82	27,84	79,71	142,44	144,51	60,29	102,50	1,981	306,47	26,98	104,82	101,03	59,60	143,87	144,42	91,90	121,54	113,39	52,83	11,30	42,65	107,34	109,99	149,30	336,60	27,02	
0,2140	1683226672	160,00	137,78	174,77	140,98	159,78	111,96	140,16	106,68	27,85	126,71	148,90	78,74	164,09	165,96	163,89	101,05	162,73	45,06	89,21	125,50	113,88	174,14	95,35	110,07	27,67	80,32	143,05	145,12	61,30	102,30	1,684	306,17	27,02	105,13	100,52	58,68	143,77	143,82	91,19	120,53	113,89	50,44	10,80	42,65	107,34	109,60	149,49	337,28	26,97	
0,2160	1683226672	160,00	137,57	174,77	138,96	160,48	112,95	140,75	105,60	27,77	125,99	148,49	78,74	165,51	165,36	162,68	100,25	161,83	44,56	89,21	124,51	112,60	173,26	95,84	111,34	27,65	80,32	142,24	143,30	59,49	102,10	2,080	306,47	26,97	103,69	100,32	58,78	143,77	143,41	90,79	121,54	113,99	52,43	11,50	43,83	107,05	110,28	149,10	337,86	26,87	
0,2180	1683226672	160,00	138,19	174,26	140,68	160,08	114,05	140,36	106,19	27,79	127,22	148,29	79,45	164,70	165,16	163,39	99,75	162,13	46,06	89,11	124,91	113,29	174,53	95,84	110,07	27,73	79,61	143,26	145,12	60,69	101,30	3,071	305,68	26,89	105,03	99,91	58,48	143,87	143,21	90,89	120,53	113,39	51,24	10,80	43,34	106,36	110,18	149,88	337,47	26,97	
0,2200	1683226672	160,00	137,47	173,75	139,37	160,28	113,55	139,57	105,99	27,82	126,40	148,09	78,74	165,31	164,75	163,89	100,15	161,83	45,86	89,01	124,91	114,07	174,63	94,96	110,27	27,71	80,22	141,73	143,91	59,69	101,50	1,882	306,27	26,98	104,72	100,21	58,37	143,16	143,82	91,40	120,74	113,99	52,93	11,10	43,04	107,34	111,07	149,10	338,06	26,95	
0,2220	1683226672	160,00	137,78	174,77	140,17	160,68	112,75	140,26	105,99	27,85	126,09	148,29	79,04	165,31	165,26	163,59	100,15	162,73	45,86	88,81	124,71	113,38	174,14	95,06	109,10	27,72	78,99	144,07	143,91	60,29	101,60	2,674	305,98	26,97	104,20	100,52	60,11	143,97	143,92	90,99	120,53	113,29	52,03	10,11	43,83	106,36	109,79	149,00	337,77	27,02	
0,2240	1683226672	160,00	136,96	174,77	140,17	159,88	113,15	139,76	105,90	27,92	126,09	148,29	79,65	165,51	165,86	163,39	100,95	162,13	45,46	88,81	125,79	114,56	174,82	96,43	109,49	27,71	79,61	143,05	144,51	58,49	102,10	3,368	306,76	27,14	104,92	100,52	59,90	144,28	143,92	90,89	120,74	113,29	53,03	11,40	43,24	106,95	109,79	150,27	337,18	26,87	
0,2260	1683226672	160,00	137,98	174,87	140,58	160,28	112,75	140,36	105,60	27,85	127,53	146,45	78,53	166,02	165,06	164,09	99,95	162,53	46,26	89,61	124,91	113,48	174,43	95,84	110,46	27,72	80,32	143,26	145,12	60,09	103,30	2,873	306,27	26,94	104,10	99,40	59,60	144,68	144,52	91,60	121,34	113,59	53,03	10,71	43,34	107,24	109,99	149,88	338,16	26,95	
0,2280	1683226672	160,00	136,76	174,56	139,37	160,18	112,75	139,67	105,60	27,92	126,61	148,70	79,35	165,51	165,26	162,98	100,95	162,43	46,06	89,71	124,61	114,47	174,43	95,06	110,95	27,89	78,99	143,97	143,30	59,49	101,60	1,981	306,57	27,04	104,41	101,24	59,70	143,47	143,92	90,39	120,63	113,39	52,93	11,70	42,45	107,05	110,58	150,27	336,99	27,05	
0,2300	1683226672	160,00	137,78	174,26	140,17	161,09	112,95	140,36	106,78	27,79	127,02	147,57	79,14	164,90	165,26	163,08	99,95	163,63	45,36	89,80	123,42	113,97	173,65	95,35	110,56	27,71	79,61	142,65	144,51	60,29	103,70	2,674	305,78	26,97	104,00	99,91	59,60	143,97	144,22	91,19	121,14	114,49	52,03	10,51	42,65	107,64	109,99	149,98	337,86	26,93	
0,2320	1683226672	160,00	136,96	174,36	139,37	160,89	112,95	140,26	105,90	27,88	127,12	148,39	79,04	166,12	166,37	163,08	100,15	162,43	45,66	89,11	124,12	113,38	174,53	97,30	109,29	27,57	78,99	142,85	144,11	59,29	101,40	2,774	305,88	27,04	105,23	101,65	60,11	144,28	144,63	90,59	120,94	113,39	52,03	10,80	42,85	106,85	110,58	150,66	337,67	26,95	
0,2340	1683226672	160,00	137,16	174,77	140,17	161,99	112,75	140,85	106,78	27,72	127,63	148,09	78,94	164,70	166,07	162,98	99,75	163,43	46,65	90,40	124,31	113,78	173,26	95,84	110,07	27,72	78,99	143,46	144,51	59,09	101,30	1,981	305,78	26,89	104,00	100,42	58,88	143,57	144,02	91,50	121,14	113,99	52,23	10,31	43,34	107,93	108,71	149,10	337,38	26,96	
0,2360	1683226672	160,00	137,57	173,75	139,97	160,08	112,55	140,16	105,21	27,92	126,50	148,90	79,55	164,80	164,75	163,89	100,75	162,73	45,26	89,11	125,79	112,99	174,24	94,47	110,36	27,70	79,71	143,46	144,31	60,29	102,10	1,684	306,76	27,12	104,51	102,26	58,88	143,36	143,11	91,19	121,34	113,29	53,23	10,21	43,24	106,75	109,99	149,69	337,18	26,92	
0,2380	1683226672	160,00	137,37	174,16	140,17	160,48	113,65	140,16	107,77	27,79	126,40	147,68	78,74	166,12	165,26	163,29	100,55	163,43	46,26	89,61	124,91	113,48	174,53	95,64	109,78	27,75	78,38	142,85	145,12	59,89	101,40	2,476	306,96	26,97	104,10	100,11	58,98	144,48	143,31	91,80	121,14	113,49	52,23	11,50	43,34	106,75	110,09	149,59	337,09	26,97	
0,2400	1683226672	160,00	137,57	173,65	138,96	160,68	113,15	140,26	105,40	27,88	126,30	148,09	79,35	164,70	166,07	162,88	100,55	162,73	45,46	89,01	125,00	115,15	174,04	96,62	110,66	27,79	80,32	142,65	143,91	59,89	101,00	2,080	305,39	27,02	104,00	100,83	58,68	143,57	144,02	90,59	121,34	114,39	53,23	11,30	42,85	106,55	109,79	150,27	337,18	27,03	
0,2420	1683226672	160,00	137,78	174,26	139,87	160,89	112,75	139,27	104,42	27,80	126,40	148,09	77,72	166,02	164,95	162,68	100,35	162,73	45,16	91,19	124,51	112,99	173,84	95,64	110,66	27,89	79,71	144,48	145,12	60,09	101,70	3,071	305,78	27,01	104,72	100,42	59,19	143,97	144,42	90,19	121,24	114,39	51,83	10,71	43,24	106,95	110,38	149,49	337,47	27,05	
0,2440	1683226672	160,00	137,98	174,16	139,77	160,08	112,16	139,76	105,01	27,96	126,92	149,11	79,04	164,09	165,46	163,69	100,55	162,23	45,36	90,00	125,89	114,07	174,04	96,72	110,46	27,79	80,32	143,46	143,91	59,69	101,30	2,476	306,76	26,99	104,82	101,54	58,78	143,57	142,60	90,79	121,44	112,29	52,63	11,10	43,04	106,75	109,20	149,59	336,99	26,97	
0,2460	1683226672	160,00	137,37	174,87	139,97	159,88	113,55	140,16	106,39	27,85	126,61	147,57	79,65	165,51	164,55	163,69	100,55	162,43	45,86	89,21	124,91	114,17	174,43	95,25	111,04	27,84	78,99	143,26	144,51	59,89	103,10	1,981	306,37	27,04	103,69	100,62	58,37	144,99	143,31	91,19	121,74	113,99	52,43	11,10	43,24	108,13	110,97	150,27	337,18	27,07	
0,2480	1683226672	160,00	136,96	174,97	141,18	160,89	111,86	141,25	105,90	27,75	125,99	147,57	78,74	164,90	165,86	163,69	99,95	162,23	45,66	89,21	125,79	113,19	174,43	94,96	109,49	27,75	78,99	142,65	144,71	59,29	101,50	1,486	305,98	26,93	104,41	100,52	58,98	143,16	143,92	91,60	122,24	112,79	52,33	10,51	43,83	108,13	110,38	149,30	337,28	26,97	
0,2500	1683226672	160,00	137,57	174,26	139,57	161,49	113,35	139,67	105,60	27,81	125,89	148,29	78,94	165,92	165,56	162,28	99,75	161,03	45,36	89,21	124,51	113,58	174,14	95,84	109,68	27,82	79,61	142,04	144,11	58,59	102,30	2,476	307,16	27,04	103,90	99,91	58,68	143,47	143,41	90,59	121,64	113,39	52,03	11,10	43,04	106,36	110,58	148,51	337,47	26,97	
0,2520	1683226672	160,00	137,37	174,87	140,78	161,09	113,25	140,16	105,01	27,85	127,43	148,90	79,14	165,41	165,26	163,59	99,75	162,83	45,16	89,90	124,51	113,88	174,82	95,25	109,88	27,77	80,94	143,26	144,51	59,29	101,30	1,684	306,76	27,02	104,31	100,52	59,70	143,57	143,31	89,79	121,74	113,59	52,23	11,30	42,06	107,64	110,58	149,30	337,18	26,92	
